,Unnamed: 0,label,name,text,predicted_label
30316,0.0,ham,0732.2000-03-15.kaminski.ham.txt,subject linux hit miss network world fusion focus phil hochmuth linux today focus linux hit miss corporate desktop dear wincenty kaminski today focus linux hit miss corporate desktop phil hochmuth far year buzz linux enterprise networks focused servers embedded systems growth linux severs heralded according idc research firm based framingham mass linux fastest growing server operating system last year growth rate year linux second shipped operating system windows capturing new licenses shipped embedded market linux emerged ideal platform network appliances system modified handle specialized dedicated tasks well companies cobalt networks picazo progressive systems announced linux based appliances ranging web servers pbxs firewalls open source hacker dream linux every desktop sure linux desktop become accessible ever colorful shrink wrapped boxes caldera red hat corel linux available places like compusa however analysts said linux growth enterprise limited macro micro areas network servers embedded operating systems according idc linux currently runs desktops hold microsoft windows desktop market remain strong analysts say despite factors microsoft antitrust problems surging popularity linux even linux executives skeptical product desktop future recently suse ceo roland dyroff downplayed linux future desktops dyroff said given lack applications available really claim competitive desktop yet recent survey survey com gives hope linux desktops according survey enterprise network managers open source operating systems used desktops number jumping surprising enterprise desktops despite mix numbers thrown around two important factors determine success linux enterprise client desktop standardized easy use graphical user interface gui available applications one company working make linux user friendly palo alto based eazel designing next generation file management system user interface run top linux kernel according eazel web site company goal bring linux masses way appeals today linux users mere mortals company founded group former apple executives allied gnome project extensive linux desktop environment development several years eazel due product middle year intuitive icon based file management environment eazel hoping user interface improvement two current linux guis gnome kde help standardized look feel linux regular users enterprise mangers already embraced linux server side development worth keeping eye applications side several office productivity suites available time sun staroffice suite koffice kde desktop corel also ported office products wordperfect linux complement distribution operating system recent rumors started linux care vice president arthur tyde microsoft working port office linux microsoft officials deny linux may never supplant windows industry standard desktop plenty opportunity linux pcs enterprise nets future contact phil hochmuth phil hochmuth writer researcher network world former systems integrator reach mailto phochmut nww com related links click network world home page http www nwfusion com staroffice software sun http www sun com staroffice corel linux http www corel com freedom freedom htm eazel http www eazel com gnome gnu network object model environment http www gnome org koffice integrated office suite kde desktop environment http koffice kde org cobalt networks inc http www cobaltnetworks com progressive systems http www progressive systems com picazo http www picazo com linux related articles network world active directory upgrade requires strong game plan network world subscription services subscribe unsubscribe network world mail newsletters change email address subscription questions contact customer service replying message questions comments editorial comments write jeff caruso newsletter editor mailto jcaruso nww com advertising information write jamie kalbach account executive mailto jkalbach nww com network world fusion part idg net idg online network starts http www idg com copyright network world inc,spam
24257,0.0,ham,4846.2001-08-29.farmer.ham.txt,subject felt renewed heart god fresh spirit word lately doug committed prayer time together morning brought positive attitude much joy thankfulness part yes satan already tried steal joy prevail let times feel bit joy seeping away begin pray found prayer refreshing worded well please read may jumpstart day filled joy great day amber please take moment relax mind humble heart focus christ allow god person mind read prayer take time read long jokes stories etc give respect prayer friends pray together stay together let pray father god thank day thank able see hear morning blessed forgiving god understanding god done much keep blessing forgive day everything done said thought pleasing ask forgiveness please keep safe danger harm help start day new attitude plenty gratitude let make best every day clear mind hear please broaden mind accept things let whine whimper things control let continue see sin god eyes acknowledge evil sin let repent confess mouth wrongdoing receive forgiveness god world closes let remember jesus example slip away find quiet place pray best response pushed beyond limits know pray listen heart continue use continue bless may blessing others keep strong may help weak keep uplifted may words encouragement others pray lost find way pray misjudged misunderstood pray know intimately pray delete without sharing others pray believe thank believe believe god changes people god changes things pray sisters brothers every family member households pray peace love joy homes debt needs met pray every eye reads knows problem circumstance situation greater god every battle hands fight pray words received hearts every eye sees every mouth confesses willingly prayer jesus name amen prayed prayer change number subject box forwarding message people see many people done god bless repeat phrase see god moves lord love need come heart please easy unsubscribe click http topica com vnf ivhm send email brcc unsubscribe topica com email sent dfarmer enron com register manage mail http www topica com partner tago register,spam
18989,0.0,ham,2451.2001-09-12.kitchen.ham.txt,subject attack america faint hearted,spam
25998,0.0,ham,2710.2000-10-30.farmer.ham.txt,subject holiday party save date please click link save date,spam
27214,0.0,ham,2885.2000-11-19.farmer.ham.txt,subject skydive spaceland specials skydive spaceland november december specials www skydivespaceland com one always wanted skydive afford rest year skydive spaceland knock first tandem skydive affordable excuses come change life forever make reservations call sky dive christmas gift certificates looking gift someone seems give unforgettable gift lifetime tandem skydive classic gift certificate framed ready shipment special person make christmas season last lifetime directions houston take hwy south pass beltway miles hwy take alvin rosharon exit right miles red light right mile airport entrance right,spam
24666,0.0,ham,5023.2001-10-30.farmer.ham.txt,subject gift image image image image image image image image image image image image image image image image image sears com image gifts family sears image sears customer appreciation sale take everything even sale prices save additional everything even low sale prices time shop literally four days wednesday october saturday november image everything image image sears com else image image image click shop image appliances appliances electronics electronics fitness recreation fitness recreation image computers office computers office tools tools lawn garden lawn garden image baby babyme housewares housewares jewelry watches jewelry watches image image image image image wishbook image hurry wishbook com save thru image room kids optical image november take order searsroomforkids com best place shop things kids eyeglasses prescription hundreds frames available take advantage special offer sears optical click image offer valid savings regular sale clearance prices apply merchandise valid exceptional values outlet store purchases catalog orders shop home catalog websites calphalon bose maytag gemini neptune neptune superstack maytag wide side swiss army casio wrist camera introductory offers special purchases goodrich tires automotive services hearing aids optical exam fees licensed businesses license business websites sears presents websites repair services parts installed home improvements maintenance agreements worry discount appear order confirmation page save order placed wishbook com telephone orders included discount applies merchandise shipping handling taxes may used discounts offers valid november telephone mail orders included discount applies merchandise shipping handling taxes enter coupon code seml check receive discount would longer like receive mailed special events information sales notifications messages sears com please click follow unsubscribe instructions reply email unsubscribe subject line mail address removed within business days email marketing list thank image message image,spam
22783,0.0,ham,4190.2001-01-25.beck.ham.txt,subject dell order confirmation dear sally beck thank order currently reviewing completeness accuracy separate email dell order number sent order processed recap order provided end message reference encourage verify print retain information page records date submitted time questions regarding order please contact dell sales representative name epp sales email epp clickathome dell com phone thank order appreciate buying dell using dell premier pages service sincerely dell premier pages service shopping cart includes unique item total price item detail dell dimension series dimension series pentium lll processor mhz memory mhz sdram keyboard quietkey keyboard monitor viewable digital flat panel display video card new ddr ati radeon agp graphics card hard drive ultra ata hard drive rpm floppy drive floppy drive operating system microsoft windows professional mouse intellimouse network card com txm remote wake nic modem robotics pci telephony modem sound option dvd rom rom drive drive sound card soundblaster pci sound card speakers harman kardon speakers bundled software microsoft office small business zip drives zip drive one disk norton antivirus additional charge norton antivirus hardware support services yrs parts labor next business day iomega zip disk packs pak iomega zip disks software peripherals program managment services single item cost quantity sub total item end order,spam
27462,0.0,ham,3899.2001-03-21.farmer.ham.txt,subject spring savings certificate take save use customer appreciation spring savings certificate foot locker lady foot locker kids foot locker online stores welcome customer appreciation spring savings certificate use special certificate receive purchases either stores online hurry day sale begins thursday march ends sunday march share savings today mail offer friends many items already reduced discount taken lowest sale price click print customer appreciation spring savings certificate must present coupon foot locker lady foot locker kids foot locker store foot locker canada participating program ready set save spring savings discount automatically appear use links type camlem promotion code box checkout footlocker com certificate code camlem ladyfootlocker com certificate code camlem kidsfootlocker com certificate code camlem remember returns hassle free simply bring items stores nationwide mail left register today learn new products promotions events specials simply click terms conditions exclusions apply please see manager complete details certificate must presented time purchase cannot used conjunction discount offer associate benefit redeemable cash applicable taxes must paid bearer cannot applied prior purchases gift card purchases void prohibited licensed regulated catalog exclusions apply valid thursday sunday foot locker canada participate program wish receive future emails please click unsubscribe,spam
28040,0.0,ham,3790.2000-12-20.kaminski.ham.txt,subject happy holidays wish wonderful holidays happy happy new year many blessings shirley,spam
33407,0.0,ham,3662.2001-06-01.lokay.ham.txt,subject voluntary spyware copy forward entire mail paste onto new mail send change answers apply send whole bunch people know including person sent theory learn lot little known facts friends remember send back person sent goes time central nickname bonnie parents names jim lois number candles appeared last birthday cake something date regularly blow pets buster heather dogs willie fish eye color blue hair color brown piercing ears tattoos none much love job love strong word hometown silver spring current residence san antonio love yes africa toilet papering yes loved somebody much made cry yes car accident croutons bacon bits croutons sprite preference favorite movie sleepless seattle favorite holiday christmas favorite day week saturday favorite word phrase serenity favorite toothpaste crest favorite restaurant america houston favorite flower stargazer lilies favorite drinks mountain dew margaritas favorite sport watch football preferred type ice cream ben jerry cherry garcia favorite sesame street character elmo disney warner bros disney favorite fast food restaurant taco bell last hospital visit dec color bedroom carpet tan many times fail permit drivers test none last person got mail corporate communications ever convicted crime single store would choose max credit card talbots often bored take nap name person friends lives farthest allen dawn san francisco annoying thing clutter bedtime respond quickest knows person sent least likely respond guess favorite time show dallas early ones last person went dinner jim michelle last movie saw bridget jones diary time finished bonnie hitschel,spam
29294,0.0,ham,4364.2001-01-31.kaminski.ham.txt,subject adres marysi robertlu friko onet,spam
